,Conversation,name,Speaker,Transcript,English Translation,LID_tags,Language from LID tool,Type of code-switching,Length of turn,Direction of code-switches,Number of code-switches,Start of code-switches,Length of code-switched segments
66,test_12,test_12_4.wav,ROSESH,Raakshas!,Demon!,"['HI', 'OTHER']",HI,-1,1,-1,0,-1,-1
67,test_12,test_12_5.wav,INDRAVARDHAN,"Haha! To munna, 24th february ko ye raakshas aur pari ka kaunsa special din hai?","Haha! So Munna, what is the special day of this demon and fairy on 24th February?","['EN', 'OTHER', 'EN', 'HI', 'OTHER', 'EN', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,I,15,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",7,"[2, 3, 5, 6, 7, 12, 13]","[1, 2, 1, 1, 5, 1, 2]"
68,test_130,test_130_0.wav,SHARMAN,Uncle! Kaha chupu!?,Uncle Where should I hide!?,"['EN', 'OTHER', 'HI', 'HI', 'OTHER']",CSW,I,3,['HI > EN'],1,[1],[2]
69,test_130,test_130_1.wav,INDRAVARDHAN,"Aray, iss suitcase mein chup jaao, idhar thodi dekhane vaala hai inspector! Aao!","Hey, hide in this suitcase, the inspector is going to look here for a while! Come!","['EN', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'OTHER']",CSW,I,13,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",5,"[1, 2, 3, 11, 12]","[1, 1, 8, 1, 1]"
70,test_130,test_130_2.wav,SHARMAN,Uncle iss mein! Aisi tacky bag mein!,Uncle in this! In such a tacky bag!,"['EN', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,I,7,"['HI > EN', 'EN > HI', 'HI > EN']",3,"[1, 4, 5]","[3, 1, 2]"
71,test_130,test_130_3.wav,INDRAVARDHAN,"Ek kaam karta hu, mai inspector se kehata hu ki koi imported sa bada suitcase le aaye tumhaare liye...","Let me do one thing, I may ask the inspector to bring a big imported suitcase for you...","['HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'EN', 'EN', 'HI', 'EN', 'HI', 'HI', 'EN', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,19,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",10,"[3, 4, 5, 7, 8, 9, 11, 13, 14, 15]","[1, 1, 2, 1, 1, 2, 2, 1, 1, 4]"
72,test_132,test_132_0.wav,INDRAVARDHAN,Oh hi Sahil! Drink logay,Oh yes Sahil! have a drink,"['EN', 'EN', 'HI', 'OTHER', 'EN', 'HI']",CSW,I,5,"['HI > EN', 'EN > HI', 'HI > EN']",3,"[2, 3, 4]","[1, 1, 1]"
73,test_132,test_132_1.wav,SAHIL,Aaj aap fir Pi rahe ho?,Are you drinking again today?,"['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,-1,6,-1,0,-1,-1
74,test_133,test_133_3.wav,MAYA,"Wonderful, lekin mujhe joker ki nhi, mujhe bai ki zarurat hai. Orr kaam kaaj wali bai ka matlab ghar ka kaam karne wali. Matlab jhadu pocha kapda bartan","Wonderful, but I don't need a joker, I need a maid. Or 'Kaamya waali Bai' means one who does household work. means broom, mop, cloth, utensil","['EN', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI']",CSW,I,28,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",5,"[1, 3, 4, 11, 12]","[2, 1, 7, 1, 16]"
75,test_134,test_134_0.wav,SAHIL,can you just chill guys? please? rosesh dekh dil chota mat kar,Can You Just Chill Guys? Please? Don't lose heart after seeing the rose.,"['EN', 'EN', 'EN', 'EN', 'EN', 'OTHER', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI']",CSW,A,12,"['HI > EN', 'EN > HI', 'HI > EN']",3,"[6, 10, 11]","[4, 1, 1]"
76,test_134,test_134_1.wav,ROSESH,maine toh interview bhi dediya hai sahil bhai,I have also given an interview Sahil Bhai,"['HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI']",CSW,I,8,"['EN > HI', 'HI > EN']",2,"[2, 3]","[1, 5]"
77,test_134,test_134_2.wav,MAYA,haan toh keh denge tumne script padhne ke baad reject kar di thi film it was just too down market,"Yes, you will say that after reading the script, you had rejected the film which was just for down market.","['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']",CSW,"I, A",20,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",5,"[5, 6, 9, 10, 14]","[1, 3, 1, 4, 6]"
78,test_135,test_135_0.wav,MONISHA,Mummy ji mera set kyu le liya!?,"Mom, why did you take my set!?","['HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,7,"['EN > HI', 'HI > EN']",2,"[3, 4]","[1, 3]"
79,test_135,test_135_1.wav,MAYA,Pehale iss set ke laayak kapde banva lo!,First get clothes suitable for this set!,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,I,8,['EN > HI'],1,[7],[1]
80,test_136,test_136_1.wav,MAYA,"In fact sweetie, sab se jyada shukragujaar to tumhe hona chaahiye. Kyu ki Dushyant humesha tum hi ko to model banata hai.","In fact sweetie, you should be most thankful. Because Dushyant always makes you his model.","['EN', 'EN', 'EN', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,"A, I",22,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",9,"[3, 4, 5, 7, 8, 16, 17, 18, 19]","[1, 1, 2, 1, 8, 1, 1, 1, 3]"
81,test_136,test_136_2.wav,MAYA,Can you imagine!,Can you imagine!,"['EN', 'EN', 'EN', 'OTHER']",EN,-1,3,-1,0,-1,-1
82,test_136,test_136_3.wav,ROSESH,"Momma, you are so naughty!","Momma, you are so naughty!","['EN', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'OTHER']",EN,-1,5,-1,0,-1,-1
83,test_136,test_136_4.wav,DUSHYANT,"Mom.. Ab aap aur Rosesh, dono mil ke mera apamaan kar rahe hai.",Mother... now both you and Rosesh together are insulting me.,"['EN', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,13,"['HI > EN', 'EN > HI', 'HI > EN']",3,"[2, 6, 7]","[4, 1, 6]"
84,test_136,test_136_5.wav,MAYA,"Hai na, ye tumhaare saath jyatti nahi ho rahi.","Isn't it, this is not happening to you.","['HI', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'OTHER']",CSW,-1,9,-1,0,-1,-1
85,test_137,test_137_3.wav,ROSESH,tana kyun maar rhe ho bhai,Why are you taunting me brother?,"['HI', 'HI', 'HI', 'HI', 'EN', 'HI']",CSW,-1,6,-1,0,-1,-1
86,test_137,test_137_4.wav,SAHIL,or ni to kya rosesh. Me inke kapde pehen ke kisi fashion show me hissa lene to ni ja rha hun na,And what is new? I am not going to participate in any fashion show wearing their clothes.,"['EN', 'EN', 'EN', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'EN']",CSW,I,22,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",10,"[3, 5, 6, 11, 14, 16, 17, 18, 19, 21]","[2, 1, 5, 3, 2, 1, 1, 1, 2, 1]"
87,test_138,test_138_0.wav,SAHIL,To wakai mein doodh bane ho!?,So you are really a milkmaid!?,"['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER']",CSW,-1,6,-1,0,-1,-1
88,test_138,test_138_1.wav,ROSESH,Sirf interval tak.,Only till the interval.,"['HI', 'EN', 'HI', 'OTHER']",CSW,I,3,"['EN > HI', 'HI > EN']",2,"[1, 2]","[1, 1]"
89,test_138,test_138_2.wav,INDRAVARDHAN,Aah! Aur fir interval ke baad kya? Dahi?,Ahh! And then what after the interval? Curd?,"['HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'OTHER']",CSW,I,8,"['EN > HI', 'HI > EN']",2,"[3, 4]","[1, 4]"
90,test_139,test_139_2.wav,MAYA,Han hai. lekin maine Socha ki agar mein thoda poetic Language mein tumse baat karun to... Lekin batao na phool Khushbu Se Dur ho sakta hai?,"Yes it is. But I thought that if I talk to you in a little poetic language... But tell me, can a flower be deprived of its fragrance?","['HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,I,26,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",10,"[9, 11, 15, 16, 18, 19, 21, 22, 23, 24]","[2, 4, 1, 2, 1, 2, 1, 1, 1, 2]"
91,test_13,test_13_0.wav,SAHIL,"dad, us karan verma ne monisha ko offer ki hai, cruise liner pe chalne ki.","Dad, that's why Verma has offered Manisha to go on a cruise liner.","['EN', 'OTHER', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,15,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",7,"[2, 4, 5, 7, 8, 10, 12]","[2, 1, 2, 1, 2, 2, 3]"
92,test_13,test_13_2.wav,SAHIL,overnight stay,overnight stay,"['EN', 'EN']",EN,-1,2,-1,0,-1,-1
93,test_13,test_13_3.wav,MAYA,kya kaha monisha ne,what did Monisha say?,"['HI', 'HI', 'HI', 'HI']",HI,-1,4,-1,0,-1,-1
94,test_13,test_13_4.wav,SAHIL,"sabse pehle to monisha ne yun angdayi li, fir meri or dekha, tabtak humari jo patang hai na wo ese door khade rehke ese ese dagmaga rhi thi. And finally monisha ne, acha","First of all, Monisha gave such a gesture, then looked at me, then our kite kept on opening the same door and kept on shaking like this. And finally monisha ne, acha","['HI', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'HI', 'EN', 'OTHER', 'HI']",CSW,I,33,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",10,"[2, 5, 10, 11, 17, 18, 28, 30, 31, 32]","[3, 5, 1, 6, 1, 10, 2, 1, 1, 1]"
95,test_140,test_140_7.wav,SAHIL,Aadha dete nahi honge na?,"You wouldn't be paying half, right?","['HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",HI,-1,5,-1,0,-1,-1
96,test_141,test_141_0.wav,SAHIL,gurpreet doctor hai?,Is Gurpreet a doctor?,"['EN', 'EN', 'HI', 'OTHER']",CSW,I,3,['HI > EN'],1,[2],[1]
97,test_141,test_141_1.wav,MONISHA,haan jaanwaro ka wo toh kutte ki bhaunkne se hi batadeta hai ke kutte ko bimaari kya hai.. bhau bhau matlab rabies aur uhm uhm uhm matlab haddi tut gayi aur wooh wu wu matlab pet kharab hai,The barking of these animals tells us what is the disease of the dog. Bhaun bhaun means rabies and uhn uhn uhn means broken bone and wah vu va means upset stomach.,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'EN', 'HI', 'HI']",CSW,I,38,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",8,"[8, 10, 21, 22, 32, 34, 35, 36]","[2, 11, 1, 10, 2, 1, 1, 2]"
98,test_141,test_141_2.wav,MAYA,amazing haha acha toh fir uhm,amazing haha okay so then uhm,"['EN', 'EN', 'HI', 'HI', 'HI', 'HI']",CSW,I,6,['HI > EN'],1,[2],[4]
99,test_142,test_142_0.wav,ILA,"Aray beta, shaadi todna agar itna aasan hotana, to mai tere mama ko kabse chod deti!","Hey son, if it was so easy to break the marriage, I would have left your mother long ago!","['EN', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,-1,16,-1,0,-1,-1
100,test_143,test_143_1.wav,AMAR TWANSHU,tum,you,['HI'],HI,-1,1,-1,0,-1,-1
101,test_143,test_143_2.wav,INDRAVARDHAN,thappad marunga,I will slap you,"['HI', 'HI']",HI,-1,2,-1,0,-1,-1
102,test_146,test_146_0.wav,MONISHA,Itni buri nahi hain. Aur waise bhai maine to srif tin panne hi pade.,"Not that bad. And by the way brother, I only read three pennies.","['HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'EN', 'HI', 'OTHER']",CSW,-1,14,-1,0,-1,-1
103,test_146,test_146_1.wav,ROSESH,Srif 3 pane?,Only 3?,"['EN', 'EN', 'EN', 'OTHER']",EN,-1,3,-1,0,-1,-1
104,test_146,test_146_2.wav,MAYA,"Dheere dheere pad rahi hain na beta. Panne panne wasool kadne ke liye! Don't mind darling, mein to srif mazaak kar rahi thi!","I'm reading slowly, son. To collect the pan pan! Don't mind darling, I was just kidding!","['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'OTHER', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,"I, A",23,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",6,"[5, 6, 13, 16, 17, 19]","[1, 7, 3, 1, 2, 4]"
105,test_148,test_148_2.wav,ROSESH,haan.,yes.,"['HI', 'OTHER']",HI,-1,1,-1,0,-1,-1
106,test_148,test_148_3.wav,SAHIL,Mom tumhe kyun marna chaahati thi rosesh? Tum mom ko bahut acche lagte ho. tum acting karte ho Fir Bhi!,"Why did mother want you to die, Rosesh? Mother likes you very much. You still act!","['EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI', 'OTHER']",CSW,I,20,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",9,"[1, 8, 9, 13, 14, 15, 16, 17, 18]","[7, 1, 4, 1, 1, 1, 1, 1, 2]"
107,test_149,test_149_0.wav,INDRAVARDHAN,"madhu bhai, natak shuru ho gya hai aap so jaiye. Kesa actor le aya rosesh","Madhu Bhai, the drama has started, you go to sleep. What kind of actor did Rosesh bring?","['HI', 'HI', 'OTHER', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI']",CSW,I,15,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",6,"[4, 5, 8, 9, 10, 11]","[1, 3, 1, 1, 1, 4]"
108,test_149,test_149_1.wav,ROSESH,dad lekin ye to humare group ka sabse seedha sadha ladka hai.,"Dad, but he is the most simple boy of our group.","['EN', 'HI', 'EN', 'EN', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,12,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",5,"[1, 2, 4, 5, 6]","[1, 2, 1, 1, 6]"
109,test_149,test_149_2.wav,INDRAVARDHAN,"kya, bolo agar ye seedha hai to baki ke ladke kese hai","What, tell me, if this is straight then it is from the other boy.","['HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI']",CSW,-1,12,-1,0,-1,-1
110,test_14,test_14_0.wav,INDRAVARDHAN,pahle tum yah batao Yahan per bhagte Hue kiu Aaye Ho?,"First of all, tell me why have you come running here?","['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'EN', 'OTHER']",CSW,-1,11,-1,0,-1,-1
111,test_14,test_14_1.wav,DUSHYANT,pahle mein Yahan ka phone try kar raha tha per Laga Nahin I don't know what wrong with this,Earlier I was trying the phone here but it didn't work. Don't know what's wrong with this.,"['HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']",CSW,"A, I",19,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",5,"[4, 6, 9, 10, 12]","[2, 3, 1, 2, 7]"
112,test_14,test_14_2.wav,INDRAVARDHAN,tumhare pass gadi Bhi To Hai Na,"You also have a car, don't you?","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN']",CSW,-1,7,-1,0,-1,-1
113,test_14,test_14_3.wav,DUSHYANT,han per vah Dikki ka carpet kharab ho gaya hai,but the trunk carpet is ruined,"['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'EN', 'HI', 'HI']",CSW,I,10,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[5, 6, 7, 8]","[1, 1, 1, 2]"
114,test_14,test_14_4.wav,INDRAVARDHAN,ohar Samjha Tum To dikke per baithkar Aate Ho Na Ho roj roj. gadi se,"Ohar, I understand that you come sitting on the trunk every day. by car","['HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'EN', 'EN', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'EN']",CSW,-1,15,-1,0,-1,-1
115,test_150,test_150_2.wav,SAHIL,Itni si Baat ke liye Tum maarpeet per utar aayi,You got into a fight for such a small thing,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI']",CSW,-1,10,-1,0,-1,-1
116,test_150,test_150_3.wav,MONISHA,kya Itni si Baat bad Mein Vahi Palak bhaji khaake tumhe typhoid Ho Gaya tha.. bhul gaye,Is it such a simple thing that later you got typhoid after eating the same spinach vegetable.. I forgot.,"['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'HI']",CSW,I,17,"['EN > HI', 'HI > EN']",2,"[11, 13]","[2, 4]"
117,test_150,test_150_5.wav,INDRAVARDHAN,Usne refund nahin diya tumne Vahi bhaaji bana daali na,You did not give any refund.,"['HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN']",CSW,I,10,"['EN > HI', 'HI > EN', 'EN > HI']",3,"[1, 2, 9]","[1, 7, 1]"
118,test_152,test_152_4.wav,AMAR TWANSHU,"okay, or psychoanalytical...","okay, or psychoanalytical...","['EN', 'OTHER', 'EN', 'EN', 'OTHER']",EN,-1,3,-1,0,-1,-1
119,test_152,test_152_5.wav,INDRAVARDHAN,"wo bhi, wo bhi. Wo jo kuch bhi hai na lamba lamba wo sab nhi kar rhe, okay. Padho","That too, that too. Whatever he is, he is not doing it for a long time, okay. read","['HI', 'HI', 'OTHER', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'OTHER', 'HI']",CSW,I,19,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[9, 10, 17, 18]","[1, 7, 1, 1]"
120,test_153,test_153_0.wav,INDRAVARDHAN,"Chalo, chalo, Maya! Come on, Paris nahi jaana! Come on, come on!","Come on, come on, Maya! Don't go to Paris! Who, who!","['HI', 'OTHER', 'HI', 'OTHER', 'HI', 'OTHER', 'EN', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'OTHER']",CSW,I,12,"['EN > HI', 'HI > EN', 'EN > HI']",3,"[3, 6, 8]","[3, 2, 4]"
121,test_153,test_153_1.wav,MAYA,"Nahi, nahi, nahi! To hell with Paris!","No, no, no! To hell with Paris!","['HI', 'OTHER', 'HI', 'OTHER', 'HI', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'OTHER']",CSW,I,7,['EN > HI'],1,[3],[4]
122,test_153,test_153_2.wav,INDRAVARDHAN,"Aray wah, aise kaise, tumhe Eiffel Tower pe nahi jaana ... Vaha se neeche dekhogi na, to aisa lagega ki choti choti cheentiya chal rahi hai! Come on, come on, come on!","Oh wow, how come, you don't want to go to the Eiffel Tower... If you look down from there, it will seem as if little ants are walking! Come on, come on, come on!","['HI', 'HI', 'OTHER', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'EN', 'OTHER', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'OTHER', 'EN', 'EN', 'OTHER']",CSW,I,32,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",7,"[5, 7, 11, 12, 14, 16, 25]","[2, 4, 1, 2, 2, 9, 7]"
123,test_153,test_153_3.wav,MAYA,Ye najaara to mein Monisha ke kitchen mein kabhi bhi dekh sakti hu! Vaha to neeche dekho to sachmuch ki choti choti cheentiya najar aati hai!,"I can see this scene in Monisha's kitchen any time! If you look down, they actually look like tiny ants!","['HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'EN', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,26,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",8,"[6, 7, 12, 13, 14, 15, 17, 18]","[1, 5, 1, 1, 1, 2, 1, 8]"
124,test_154,test_154_2.wav,SARUPA,"Aur vo serial hai na 'Uska Pati Sirf Mera Hai', use bohot pasand hai.","And that serial is 'Uske Pati Sirf Mera Hai', she likes it very much.","['HI', 'HI', 'EN', 'HI', 'HI', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,14,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[2, 3, 8, 9]","[1, 5, 1, 5]"
125,test_154,test_154_3.wav,SARUPA,"Vo serial start hote hi, Baldev ka phone ata hai to phone par bhi baat nahi karta.","As soon as the serial starts, Baldev calls and does not even talk on the phone.","['HI', 'EN', 'EN', 'HI', 'EN', 'OTHER', 'EN', 'HI', 'EN', 'HI', 'HI', 'EN', 'EN', 'HI', 'HI', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,17,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",8,"[1, 3, 4, 6, 7, 8, 10, 12]","[2, 1, 2, 1, 1, 2, 2, 5]"
126,test_154,test_154_4.wav,MAYA AND INDRAVARDHAN,Exact Monisha!,Exact Monisha!,"['EN', 'EN', 'OTHER']",EN,-1,2,-1,0,-1,-1
127,test_155,test_155_0.wav,MONISHA,"Aap dono please, batti kar Leejie na, please, please.","Both of you please turn on the lights, please, please.","['HI', 'HI', 'EN', 'OTHER', 'HI', 'HI', 'HI', 'EN', 'OTHER', 'EN', 'OTHER', 'EN', 'OTHER']",CSW,I,9,"['EN > HI', 'HI > EN', 'EN > HI']",3,"[2, 3, 6]","[1, 3, 3]"
128,test_155,test_155_1.wav,MAYA,"Monisha, can we please say patch it up, batti sounds so middle class.","Monisha, can we please say patch it up, batti sounds so middle class.","['EN', 'OTHER', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'OTHER', 'HI', 'EN', 'EN', 'EN', 'EN', 'OTHER']",CSW,I,13,"['HI > EN', 'EN > HI']",2,"[8, 9]","[1, 4]"
129,test_156,test_156_0.wav,MONISHA,Ek dozen mein se ek bhi pen nahi chal raha!?,Not a single pen out of a dozen is working!?,"['HI', 'EN', 'HI', 'HI', 'HI', 'HI', 'EN', 'HI', 'HI', 'HI', 'OTHER']",CSW,I,10,"['EN > HI', 'HI > EN', 'EN > HI', 'HI > EN']",4,"[1, 2, 6, 7]","[1, 4, 1, 3]"
130,test_156,test_156_1.wav,SAHIL,Umm hmm.,Umm hmm.,"['EN', 'HI', 'OTHER']",CSW,-1,2,-1,0,-1,-1
131,test_156,test_156_2.wav,MONISHA,Poore 9 rupay waste!,All 9 rupees wasted!,"['HI', 'EN', 'EN', 'EN', 'OTHER']",CSW,I,4,['EN > HI'],1,[1],[3]
132,test_156,test_156_3.wav,SAHIL,9 rupay matlab? 75 paise vaala pen hai ye?,9 rupees meaning? Is this a 75 paise pen?,"['EN', 'HI', 'HI', 'OTHER', 'EN', 'HI', 'HI', 'EN', 'HI', 'EN', 'OTHER']",CSW,I,9,"['HI > EN', 'EN > HI', 'HI > EN', 'EN > HI', 'HI > EN', 'EN > HI']",6,"[1, 3, 4, 6, 7, 8]","[2, 1, 2, 1, 1, 1]"
